order_line_id,order_id,product_supplier_id,design_id,quantity,discount_id
5506,2696,47,114,2,
5507,2696,37,4,6,
5508,2697,100,112,2,
5509,2697,81,27,1,
5510,2698,227,14,3,
5511,2698,17,10,4,
5512,2698,226,140,1,
5513,2699,142,111,3,
5514,2699,56,29,1,
5515,2700,153,117,2,
5516,2700,209,66,3,
5517,2701,25,60,5,
5518,2701,211,9,4,
5519,2702,132,3,1,
5520,2702,8,12,2,
5521,2703,214,135,5,
5522,2703,120,116,1,
5523,2704,10,141,2,
5524,2704,208,17,2,
5525,2705,188,127,4,
5526,2705,41,63,1,
5527,2706,169,49,1,
5528,2706,99,14,3,
5529,2707,57,21,4,
5530,2707,162,55,1,
5531,2708,121,42,5,
5532,2708,76,36,3,
5533,2709,112,118,4,
5534,2709,77,118,2,
5535,2710,143,97,5,
5536,2710,68,81,4,
5537,2711,180,52,1,
5538,2711,25,80,3,
5539,2712,161,140,4,
5540,2712,152,107,4,
5541,2713,170,10,1,
5542,2713,80,9,1,
5543,2714,36,83,6,
5544,2714,15,35,5,
5545,2715,218,30,1,
5546,2715,190,19,4,
5547,2716,30,64,5,
5548,2716,108,64,1,
5549,2717,100,52,2,
5550,2717,107,114,1,
5551,2718,143,45,4,
5552,2718,147,123,3,
5553,2719,177,8,1,
5554,2719,63,106,4,
5555,2720,158,27,1,
5556,2720,219,25,3,
5557,2721,166,77,3,
5558,2721,9,123,3,
5559,2722,5,67,1,
5560,2722,52,33,1,
5561,2722,24,2,2,
5562,2723,147,9,1,
5563,2723,125,91,1,
5564,2724,175,120,1,
5565,2724,118,139,2,
5566,2725,231,6,1,
5567,2725,124,85,3,
5568,2726,178,124,3,
5569,2726,128,113,6,
5570,2727,75,100,1,
5571,2727,133,35,4,
5572,2728,73,123,3,
5573,2728,12,3,2,
5574,2729,61,123,6,
5575,2729,32,48,3,
5576,2730,31,138,1,
5577,2730,71,37,4,
5578,2731,164,122,2,
5579,2731,71,20,1,
5580,2732,160,124,1,
5581,2732,151,42,1,
5582,2733,200,143,2,
5583,2733,199,59,2,
5584,2734,123,92,1,
5585,2734,117,97,1,
5586,2735,82,110,1,
5587,2735,139,103,2,
5588,2736,132,9,1,
5589,2736,74,119,1,
5590,2737,164,69,1,
5591,2737,150,143,1,
5592,2738,170,27,1,
5593,2738,134,141,2,
5594,2739,192,139,3,
5595,2739,8,12,1,
5596,2740,106,41,5,
5597,2740,112,27,3,
5598,2741,68,133,3,
5599,2741,117,112,1,
5600,2742,86,111,3,
5601,2742,69,134,3,
5602,2743,15,104,5,
5603,2743,8,11,3,
5604,2744,140,117,3,
5605,2744,60,145,4,
5606,2745,114,11,3,
5607,2745,168,143,2,
5608,2745,102,71,2,
5609,2746,226,93,4,
5610,2746,132,39,3,
5611,2747,177,116,3,
5612,2747,208,78,4,
5613,2748,195,19,5,
5614,2748,130,124,3,
5615,2749,29,95,1,
5616,2749,161,21,1,
5617,2750,102,132,1,
5618,2750,67,51,6,
5619,2751,172,35,2,
5620,2751,57,101,2,
5621,2752,43,17,2,
5622,2752,113,88,2,
5623,2753,40,132,4,
5624,2753,39,99,5,
5625,2754,215,103,4,
5626,2754,88,42,3,
5627,2755,154,142,2,
5628,2755,204,69,1,
5629,2756,178,9,4,
5630,2756,134,122,3,
5631,2757,146,136,4,
5632,2757,228,65,6,
5633,2758,207,129,4,
5634,2758,165,138,1,
5635,2759,45,61,3,
5636,2759,75,82,2,
5637,2760,82,8,6,
5638,2760,42,95,1,
5639,2761,83,45,1,
5640,2761,165,112,1,
5641,2762,39,26,3,
5642,2762,99,121,1,
5643,2763,183,45,1,
5644,2763,165,104,1,
5645,2764,223,30,4,
5646,2764,60,57,1,
5647,2765,209,102,4,
5648,2765,215,115,4,
5649,2766,14,29,2,
5650,2766,208,101,5,
5651,2767,74,87,5,
5652,2767,61,7,3,
5653,2768,159,128,4,
5654,2768,105,122,3,
5655,2768,2,46,1,
5656,2769,76,30,1,
5657,2769,206,99,3,
5658,2770,143,63,2,
5659,2770,10,145,1,
5660,2771,66,37,4,
5661,2771,166,102,3,
5662,2772,8,122,1,
5663,2772,149,79,4,
5664,2773,133,135,3,
5665,2773,1,29,4,
5666,2774,167,115,1,
5667,2774,104,20,4,
5668,2775,130,9,1,
5669,2775,14,88,4,
5670,2776,14,102,4,
5671,2776,19,83,1,
5672,2777,184,73,1,
5673,2777,188,113,1,
5674,2778,158,133,1,
5675,2778,165,131,1,
5676,2779,116,36,3,
5677,2779,209,99,3,
5678,2780,88,93,3,
5679,2780,157,103,4,
5680,2781,67,90,1,
5681,2781,17,76,2,
5682,2782,89,11,2,
5683,2782,203,15,4,
5684,2783,137,99,2,
5685,2783,19,80,6,
5686,2784,146,3,1,
5687,2784,166,109,4,
5688,2785,149,85,3,
5689,2785,89,134,2,
5690,2786,65,61,4,
5691,2786,222,93,3,
5692,2787,52,10,2,
5693,2787,82,93,2,
5694,2788,171,98,3,
5695,2788,89,8,1,
5696,2789,28,43,2,
5697,2789,229,143,1,
5698,2790,82,120,1,
5699,2790,167,125,4,
5700,2791,93,139,3,
5701,2791,194,7,2,
5702,2792,115,11,1,
5703,2792,55,86,4,
5704,2792,78,133,1,
5705,2793,66,98,2,
5706,2793,10,53,2,
5707,2794,86,85,1,
5708,2794,65,137,2,
5709,2795,100,109,5,
5710,2795,163,84,3,
5711,2796,218,135,4,
5712,2796,110,3,2,
5713,2797,70,74,5,
5714,2797,204,110,2,
5715,2798,195,68,2,
5716,2798,196,141,4,
5717,2799,84,139,1,
5718,2799,62,117,1,
5719,2800,55,104,3,
5720,2800,126,3,1,
5721,2801,90,59,1,
5722,2801,135,122,2,
5723,2802,179,7,2,
5724,2802,153,87,1,
5725,2803,94,9,2,
5726,2803,97,1,2,
5727,2804,30,28,3,
5728,2804,88,30,5,
5729,2805,57,127,1,
5730,2805,77,99,2,
5731,2806,152,32,1,
5732,2806,55,32,3,
5733,2807,45,113,1,
5734,2807,185,110,6,
5735,2808,154,25,1,
5736,2808,204,135,4,
5737,2809,23,73,3,
5738,2809,1,114,2,
5739,2810,231,46,2,
5740,2810,61,88,3,
5741,2811,164,77,3,
5742,2811,15,29,1,
5743,2812,194,96,3,
5744,2812,1,97,3,
5745,2813,208,33,2,
5746,2813,60,18,5,
5747,2814,213,84,4,
5748,2814,43,132,3,
5749,2815,13,20,2,
5750,2815,178,23,4,
5751,2815,207,15,1,
5752,2816,55,120,2,
5753,2816,125,59,2,
5754,2817,33,2,3,
5755,2817,200,15,3,
5756,2818,148,71,1,
5757,2818,34,140,1,
5758,2819,86,6,1,
5759,2819,118,13,5,
5760,2820,172,52,5,
5761,2820,120,3,3,
5762,2821,122,100,2,
5763,2821,182,62,1,
5764,2822,226,79,3,
5765,2822,115,62,2,
5766,2823,197,111,2,
5767,2823,83,134,2,
5768,2824,46,128,3,
5769,2824,213,82,2,
5770,2825,128,126,2,
5771,2825,124,21,1,
5772,2826,126,5,3,
5773,2826,90,88,3,
5774,2827,53,63,4,
5775,2827,178,112,3,
5776,2828,121,53,3,
5777,2828,98,3,4,
5778,2829,106,25,4,
5779,2829,26,130,4,
5780,2830,138,11,3,
5781,2830,64,129,1,
5782,2831,222,124,1,
5783,2831,189,137,2,
5784,2832,70,105,1,
5785,2832,215,28,2,
5786,2833,166,94,6,
5787,2833,214,17,6,
5788,2834,28,69,4,
5789,2834,115,114,3,
5790,2835,10,86,4,
5791,2835,51,5,2,
5792,2836,70,110,1,
5793,2836,175,55,1,
5794,2837,66,115,2,
5795,2837,192,9,5,
5796,2838,36,104,1,
5797,2838,11,68,2,
5798,2838,16,75,2,
5799,2839,44,101,1,
5800,2839,127,132,5,
5801,2840,220,95,2,
5802,2840,128,96,2,
5803,2841,59,5,2,
5804,2841,198,119,2,
5805,2842,25,35,4,
5806,2842,117,9,2,
5807,2843,163,115,2,
5808,2843,178,110,3,
5809,2844,211,105,1,
5810,2844,77,56,5,
5811,2845,12,126,1,
5812,2845,185,75,3,
5813,2846,178,25,2,
5814,2846,158,20,1,
5815,2847,100,122,2,
5816,2847,87,125,3,
5817,2848,164,98,3,
5818,2848,214,12,3,
5819,2849,189,85,1,
5820,2849,201,118,1,
5821,2850,56,138,3,
5822,2850,44,96,6,
5823,2851,91,77,1,
5824,2851,112,40,1,
5825,2852,103,20,3,
5826,2852,29,16,1,
5827,2853,77,46,2,
5828,2853,145,21,2,
5829,2854,4,37,2,
5830,2854,2,104,1,
5831,2855,5,54,1,
5832,2855,160,4,1,
5833,2856,71,89,4,
5834,2856,59,70,5,
5835,2857,107,48,6,
5836,2857,80,120,3,
5837,2858,210,130,1,
5838,2858,87,77,4,
5839,2859,59,116,3,
5840,2859,29,120,3,
5841,2860,31,140,2,
5842,2860,46,116,5,
5843,2861,231,7,1,
5844,2861,87,84,2,
5845,2862,225,50,3,
5846,2862,227,53,6,
5847,2862,158,111,1,
5848,2863,81,37,3,
5849,2863,116,71,1,
5850,2864,77,40,4,
5851,2864,110,55,2,
5852,2865,169,124,1,
5853,2865,162,125,3,
5854,2866,17,26,5,
5855,2866,15,61,5,
5856,2867,58,5,3,
5857,2867,1,17,1,
5858,2868,228,10,3,
5859,2868,43,135,4,
5860,2869,86,131,1,
5861,2869,149,25,1,
5862,2870,181,16,1,
5863,2870,74,79,3,
5864,2871,158,44,3,
5865,2871,63,52,4,
5866,2872,192,7,5,
5867,2872,192,134,4,
5868,2873,186,67,2,
5869,2873,36,1,2,
5870,2874,114,15,6,
5871,2874,94,16,2,
5872,2875,193,44,4,
5873,2875,3,79,4,
5874,2876,6,77,6,
5875,2876,56,14,4,
5876,2877,86,80,2,
5877,2877,81,88,1,
5878,2878,177,45,2,
5879,2878,214,27,2,
5880,2879,212,81,4,
5881,2879,204,102,4,
5882,2880,216,76,3,
5883,2880,55,90,1,
5884,2881,59,105,1,
5885,2881,221,27,3,
5886,2882,148,23,4,
5887,2882,88,133,3,
5888,2883,21,99,1,
5889,2883,75,84,3,
5890,2884,81,94,1,
5891,2884,68,85,3,
5892,2885,161,115,2,
5893,2885,70,68,3,
5894,2885,114,40,4,
5895,2886,186,46,1,
5896,2886,72,34,4,
5897,2887,144,37,1,
5898,2887,3,36,3,
5899,2888,80,115,3,
5900,2888,87,21,2,
5901,2889,180,32,3,
5902,2889,156,81,2,
5903,2890,219,84,2,
5904,2890,168,136,4,
5905,2891,82,145,3,
5906,2891,189,105,2,
5907,2892,131,113,2,
5908,2892,109,45,3,
5909,2893,26,19,3,
5910,2893,184,20,1,
5911,2894,48,39,2,
5912,2894,204,56,1,
5913,2895,190,39,2,
5914,2895,30,4,6,
5915,2896,17,88,1,
5916,2896,33,140,1,
5917,2897,16,117,2,
5918,2897,210,44,4,
5919,2898,65,78,5,
5920,2898,54,122,1,
5921,2899,225,137,1,
5922,2899,194,92,1,
5923,2900,92,35,4,
5924,2900,83,41,2,
5925,2901,91,5,1,
5926,2901,228,36,3,
5927,2902,102,5,4,
5928,2902,124,30,1,
5929,2903,10,89,1,
5930,2903,4,11,3,
5931,2904,60,70,2,
5932,2904,145,54,2,
5933,2905,34,18,4,
5934,2905,222,17,1,
5935,2906,20,35,4,
5936,2906,77,8,4,
5937,2907,103,91,1,
5938,2907,73,100,4,
5939,2908,27,33,4,
5940,2908,35,55,1,
5941,2909,130,138,1,
5942,2909,108,127,1,
5943,2909,66,55,2,
5944,2910,195,60,2,
5945,2910,229,42,1,
5946,2911,167,81,2,
5947,2911,174,114,1,
5948,2912,180,78,3,
5949,2912,185,132,2,
5950,2913,154,111,1,
5951,2913,182,77,2,
5952,2914,30,76,3,
5953,2914,11,137,2,
5954,2915,93,87,3,
5955,2915,118,21,4,
5956,2916,123,136,3,
5957,2916,58,18,1,
5958,2917,6,127,4,
5959,2917,151,42,1,
5960,2918,166,12,2,
5961,2918,45,123,1,
5962,2919,46,9,5,
5963,2919,99,121,1,
5964,2920,49,53,1,
5965,2920,33,29,2,
5966,2921,92,94,1,
5967,2921,145,108,1,
5968,2922,201,118,1,
5969,2922,229,76,2,
5970,2923,38,48,3,
5971,2923,77,33,1,
5972,2924,106,134,1,
5973,2924,216,45,2,
5974,2925,191,114,2,
5975,2925,153,134,1,
5976,2926,200,78,3,
5977,2926,8,38,1,
5978,2927,40,96,4,
5979,2927,210,54,3,
5980,2928,193,36,1,
5981,2928,114,25,3,
5982,2929,91,25,3,
5983,2929,37,54,2,
5984,2930,32,45,1,
5985,2930,146,41,3,
5986,2931,146,88,1,
5987,2931,22,33,2,
5988,2932,153,83,2,
5989,2932,111,87,3,
5990,2932,132,64,3,
5991,2933,88,88,2,
5992,2933,178,116,5,
5993,2934,207,71,4,
5994,2934,113,56,4,
5995,2935,172,14,3,
5996,2935,144,143,1,
5997,2936,18,27,5,
5998,2936,156,84,1,
5999,2937,136,28,2,
6000,2937,148,100,1,
6001,2938,180,134,1,
6002,2938,56,93,1,
6003,2939,199,130,2,
6004,2939,221,97,4,
6005,2940,51,114,2,
6006,2940,126,13,4,
6007,2941,201,98,2,
6008,2941,198,119,3,
6009,2942,143,124,1,
6010,2942,179,14,1,
6011,2943,213,126,5,
6012,2943,105,8,4,
6013,2944,193,87,3,
6014,2944,186,86,2,
6015,2945,1,42,3,
6016,2945,162,26,1,
6017,2946,106,116,1,
6018,2946,63,144,1,
6019,2947,187,49,2,
6020,2947,34,70,4,
6021,2948,174,112,3,
6022,2948,143,131,3,
6023,2949,194,78,1,
6024,2949,87,92,3,
6025,2950,44,9,4,
6026,2950,136,84,3,
6027,2951,145,105,3,
6028,2951,189,126,3,
6029,2952,189,117,2,
6030,2952,77,144,1,
6031,2953,161,116,6,
6032,2953,23,71,3,
6033,2954,181,85,2,
6034,2954,168,93,3,
6035,2955,15,23,4,
6036,2955,173,44,2,
6037,2955,169,6,5,
6038,2956,30,108,3,
6039,2956,72,9,2,
6040,2957,183,71,2,
6041,2957,86,125,1,
6042,2958,59,73,3,
6043,2958,104,2,3,
6044,2959,210,86,6,
6045,2959,124,99,5,
6046,2960,137,141,5,
6047,2960,57,132,2,
6048,2961,97,118,2,
6049,2961,40,25,2,
6050,2962,21,75,2,
6051,2962,28,113,5,
6052,2963,25,91,1,
6053,2963,209,137,3,
6054,2964,162,29,1,
6055,2964,64,41,3,
6056,2965,73,52,3,
6057,2965,159,26,2,
6058,2966,173,22,3,
6059,2966,4,110,2,
6060,2967,114,111,1,
6061,2967,2,143,1,
6062,2968,4,137,4,
6063,2968,229,116,3,
6064,2969,74,51,2,
6065,2969,220,87,2,
6066,2970,47,107,2,
6067,2970,172,17,1,
6068,2971,18,64,2,
6069,2971,52,41,3,
6070,2972,185,33,2,
6071,2972,148,53,2,
6072,2973,193,114,4,
6073,2973,95,30,4,
6074,2974,123,63,3,
6075,2974,5,66,1,
6076,2975,57,107,6,
6077,2975,165,45,3,
6078,2976,78,56,1,
6079,2976,137,143,2,
6080,2977,105,101,1,
6081,2977,68,50,1,
6082,2978,22,88,2,
6083,2978,200,121,1,
6084,2979,66,13,3,
6085,2979,188,71,3,
6086,2979,151,8,4,
6087,2980,26,13,1,
6088,2980,84,131,3,
6089,2981,185,57,1,
6090,2981,5,144,4,
6091,2982,201,18,2,
6092,2982,72,87,1,
6093,2983,177,87,5,
6094,2983,189,33,1,
6095,2984,190,87,3,
6096,2984,226,101,3,
6097,2985,56,1,3,
6098,2985,213,125,3,
6099,2986,147,113,5,
6100,2986,10,78,5,
6101,2987,24,83,5,
6102,2987,173,1,2,
6103,2988,167,68,3,
6104,2988,226,125,5,
6105,2989,88,134,4,
6106,2989,136,109,5,
6107,2990,176,39,4,
6108,2990,212,58,6,
6109,2991,219,69,3,
6110,2991,1,134,4,
6111,2992,30,101,2,
6112,2992,218,130,2,
6113,2993,72,130,2,
6114,2993,56,101,1,
6115,2994,163,46,2,
6116,2994,129,30,1,
6117,2995,207,90,2,
6118,2995,220,81,3,
6119,2996,126,99,2,
6120,2996,184,75,4,
6121,2997,160,118,5,
6122,2997,92,121,2,
6123,2998,94,127,2,
6124,2998,68,23,3,
6125,2999,149,46,2,
6126,2999,76,56,2,
6127,3000,138,139,3,
6128,3000,171,143,4,
6129,3001,81,126,4,
6130,3001,21,32,4,
6131,3002,38,82,5,
6132,3002,79,98,3,
6133,3002,226,42,3,
6134,3003,7,136,3,
6135,3003,230,101,2,
6136,3004,222,130,3,
6137,3004,9,71,5,
6138,3005,43,106,1,
6139,3005,19,89,1,
6140,3006,229,96,2,
6141,3006,57,42,2,
6142,3007,105,108,1,
6143,3007,109,81,2,
6144,3008,133,95,1,
6145,3008,126,108,3,
6146,3009,173,61,2,
6147,3009,221,9,1,
6148,3010,25,27,4,
6149,3010,171,139,5,
6150,3011,94,120,2,
6151,3011,120,30,2,
6152,3012,112,70,2,
6153,3012,118,35,3,
6154,3013,96,105,3,
6155,3013,95,122,1,
6156,3014,194,52,4,
6157,3014,185,119,1,
6158,3015,66,47,2,
6159,3015,120,102,1,
6160,3016,71,132,4,
6161,3016,137,117,1,
6162,3017,7,15,5,
6163,3017,169,32,1,
6164,3018,177,62,3,
6165,3018,26,127,2,
6166,3019,64,62,1,
6167,3019,121,45,2,
6168,3020,9,94,2,
6169,3020,47,62,1,
6170,3021,187,144,2,
6171,3021,75,86,3,
6172,3022,161,84,1,
6173,3022,74,97,6,
6174,3023,89,49,3,
6175,3023,1,133,4,
6176,3024,142,118,4,
6177,3024,16,33,3,
6178,3025,182,100,2,
6179,3025,179,104,1,
6180,3025,180,50,5,
6181,3026,83,23,3,
6182,3026,134,69,6,
6183,3027,229,66,3,
6184,3027,198,73,1,
6185,3028,183,92,2,
6186,3028,226,28,3,
6187,3029,212,20,2,
6188,3029,15,6,3,
6189,3030,13,61,3,
6190,3030,128,9,6,
6191,3031,166,3,6,
6192,3031,17,93,1,
6193,3032,170,65,3,
6194,3032,196,9,6,
6195,3033,37,128,3,
6196,3033,40,95,3,
6197,3034,156,131,2,
6198,3034,49,46,2,
6199,3035,46,95,4,
6200,3035,226,128,1,
6201,3036,213,13,4,
6202,3036,190,136,2,
6203,3037,19,142,1,
6204,3037,200,72,3,
6205,3038,19,81,3,
6206,3038,132,45,1,
6207,3039,19,96,1,
6208,3039,104,31,2,
6209,3040,132,123,2,
6210,3040,46,53,3,
6211,3041,210,109,2,
6212,3041,138,15,1,
6213,3042,53,22,3,
6214,3042,226,134,1,
6215,3043,196,18,1,
6216,3043,163,93,2,
6217,3044,229,85,2,
6218,3044,202,109,3,
6219,3045,26,14,1,
6220,3045,215,55,1,
6221,3046,148,139,1,
6222,3046,198,23,1,
6223,3047,163,11,3,
6224,3047,105,124,3,
6225,3048,189,35,2,
6226,3048,113,41,4,
6227,3049,41,19,2,
6228,3049,225,109,4,
6229,3049,161,47,1,
6230,3050,226,2,2,
6231,3050,200,60,1,
6232,3051,150,3,3,
6233,3051,216,108,2,
6234,3052,49,100,1,
6235,3052,21,81,3,
6236,3053,182,135,3,
6237,3053,220,83,3,
6238,3054,163,114,2,
6239,3054,41,25,3,
6240,3055,77,29,1,
6241,3055,222,46,2,
6242,3056,215,41,3,
6243,3056,189,18,1,
6244,3057,203,131,3,
6245,3057,78,90,2,
6246,3058,87,6,1,
6247,3058,140,71,1,
6248,3059,67,65,3,
6249,3059,34,118,1,
6250,3060,54,116,5,
6251,3060,154,12,2,
6252,3061,10,63,3,
6253,3061,116,116,2,
6254,3062,230,91,1,
6255,3062,88,119,1,
6256,3063,56,53,1,
6257,3063,118,107,1,
6258,3064,77,31,4,
6259,3064,164,119,2,
6260,3065,144,58,2,
6261,3065,129,85,4,
6262,3066,213,94,2,
6263,3066,197,64,6,
6264,3067,12,15,2,
6265,3067,161,139,1,
6266,3068,31,107,2,
6267,3068,86,5,4,
6268,3069,66,37,4,
6269,3069,90,90,1,
6270,3070,187,99,1,
6271,3070,206,80,2,
6272,3071,109,3,4,
6273,3071,216,17,4,
6274,3072,46,127,4,
6275,3072,14,94,4,
6276,3072,207,81,2,
6277,3073,38,133,2,
6278,3073,133,33,1,
6279,3074,73,76,1,
6280,3074,153,121,1,
6281,3075,36,6,4,
6282,3075,169,33,1,
6283,3076,193,91,1,
6284,3076,186,46,2,
6285,3077,71,10,3,
6286,3077,49,69,1,
6287,3078,9,113,3,
6288,3078,121,141,1,
6289,3079,132,69,2,
6290,3079,112,141,5,
6291,3080,220,133,2,
6292,3080,124,36,3,
6293,3081,129,9,4,
6294,3081,40,63,4,
6295,3082,37,9,3,
6296,3082,222,31,1,
6297,3083,209,5,1,
6298,3083,20,14,1,
6299,3084,154,52,4,
6300,3084,209,82,1,
6301,3085,115,141,4,
6302,3085,42,13,3,
6303,3086,228,53,2,
6304,3086,179,83,1,
6305,3087,173,99,5,
6306,3087,123,127,2,
6307,3088,201,40,4,
6308,3088,195,123,3,
6309,3089,74,59,3,
6310,3089,140,55,3,
6311,3090,105,113,1,
6312,3090,228,70,1,
6313,3091,144,63,1,
6314,3091,214,69,1,
6315,3092,113,108,5,
6316,3092,15,86,5,
6317,3093,47,103,2,
6318,3093,199,140,3,
6319,3094,50,92,1,
6320,3094,176,103,4,
6321,3095,87,68,2,
6322,3095,54,42,2,
6323,3095,207,54,1,
6324,3096,147,115,1,
6325,3096,118,17,3,
6326,3097,174,93,4,
6327,3097,104,20,2,
6328,3098,92,73,3,
6329,3098,49,82,1,
6330,3099,85,90,1,
6331,3099,214,138,3,
6332,3100,101,120,2,
6333,3100,178,82,3,
6334,3101,199,96,6,
6335,3101,158,98,2,
6336,3102,177,15,2,
6337,3102,109,143,4,
6338,3103,71,65,5,
6339,3103,177,98,3,
6340,3104,154,106,3,
6341,3104,84,23,2,
6342,3105,6,115,1,
6343,3105,103,81,1,
6344,3106,152,138,3,
6345,3106,30,90,6,
6346,3107,80,126,2,
6347,3107,76,66,2,
6348,3108,143,145,2,
6349,3108,108,144,3,
6350,3109,198,121,2,
6351,3109,88,49,4,
6352,3110,150,122,3,
6353,3110,32,47,1,
6354,3111,105,73,1,
6355,3111,116,144,2,
6356,3112,48,97,2,
6357,3112,69,53,1,
6358,3113,29,54,4,
6359,3113,7,22,2,
6360,3114,177,57,3,
6361,3114,58,34,4,
6362,3115,101,67,2,
6363,3115,41,10,6,
6364,3116,92,59,1,
6365,3116,66,29,6,
6366,3117,213,32,6,
6367,3117,208,98,2,
6368,3118,112,84,2,
6369,3118,203,140,4,
6370,3119,175,117,3,
6371,3119,217,22,4,
6372,3119,139,133,3,
6373,3120,100,4,2,
6374,3120,108,12,3,
6375,3121,123,90,1,
6376,3121,61,115,2,
6377,3122,126,42,1,
6378,3122,52,115,4,
6379,3123,60,81,2,
6380,3123,103,54,3,
6381,3124,199,33,1,
6382,3124,146,113,2,
6383,3125,30,131,5,
6384,3125,142,78,2,
6385,3126,16,19,3,
6386,3126,209,32,1,
6387,3127,171,108,2,
6388,3127,212,30,2,
6389,3128,59,141,2,
6390,3128,151,45,2,
6391,3129,122,11,1,
6392,3129,190,28,4,
6393,3130,111,136,4,
6394,3130,123,25,5,
6395,3131,32,20,1,
6396,3131,71,93,3,
6397,3132,141,45,2,
6398,3132,89,49,3,
6399,3133,173,82,5,
6400,3133,60,33,2,
6401,3134,102,57,2,
6402,3134,36,76,4,
6403,3135,183,56,1,
6404,3135,94,13,4,
6405,3136,94,12,4,
6406,3136,178,87,1,
6407,3137,203,131,3,
6408,3137,8,36,1,
6409,3138,100,104,3,
6410,3138,69,131,4,
6411,3139,51,100,2,
6412,3139,18,44,3,
6413,3140,116,90,3,
6414,3140,117,2,1,
6415,3141,11,67,1,
6416,3141,22,23,3,
6417,3142,114,15,2,
6418,3142,203,112,4,
6419,3142,30,62,3,
6420,3143,109,87,2,
6421,3143,57,103,1,
6422,3144,187,18,5,
6423,3144,3,124,1,
6424,3145,70,31,4,
6425,3145,211,80,1,
6426,3146,84,96,4,
6427,3146,58,98,2,
6428,3147,100,91,2,
6429,3147,186,79,6,
6430,3148,134,91,5,
6431,3148,190,130,1,
6432,3149,227,25,2,
6433,3149,209,44,5,
6434,3150,67,46,3,
6435,3150,97,138,3,
6436,3151,39,1,1,
6437,3151,113,96,3,
6438,3152,46,88,2,
6439,3152,79,119,1,
6440,3153,69,7,6,
6441,3153,215,117,3,
6442,3154,24,11,1,
6443,3154,200,100,1,
6444,3155,84,96,2,
6445,3155,7,58,2,
6446,3156,111,29,2,
6447,3156,151,122,2,
6448,3157,50,85,1,
6449,3157,168,128,2,
6450,3158,128,84,3,
6451,3158,188,7,2,
6452,3159,113,3,3,
6453,3159,30,18,5,
6454,3160,16,105,2,
6455,3160,141,96,2,
6456,3161,155,50,1,
6457,3161,164,23,1,
6458,3162,123,6,1,
6459,3162,142,124,2,
6460,3163,102,79,3,
6461,3163,17,88,2,
6462,3164,109,30,1,
6463,3164,5,50,1,
6464,3165,198,1,3,
6465,3165,112,44,3,
6466,3165,70,101,2,
6467,3166,89,25,2,
6468,3166,131,126,1,
6469,3167,160,61,2,
6470,3167,31,51,3,
6471,3168,184,60,2,
6472,3168,36,102,2,
6473,3169,121,68,2,
6474,3169,177,71,2,
6475,3170,214,20,3,
6476,3170,63,53,3,
6477,3171,174,57,3,
6478,3171,66,7,1,
6479,3172,51,50,6,
6480,3172,146,17,1,
6481,3173,17,10,5,
6482,3173,129,1,5,
6483,3174,220,89,3,
6484,3174,190,9,1,
6485,3175,218,31,3,
6486,3175,119,33,3,
6487,3176,71,12,2,
6488,3176,53,89,1,
6489,3177,196,144,3,
6490,3177,211,35,2,
6491,3178,80,21,5,
6492,3178,23,57,1,
6493,3179,9,30,2,
6494,3179,183,6,2,
6495,3180,55,108,4,
6496,3180,209,81,5,
6497,3181,42,24,1,
6498,3181,109,69,2,
6499,3182,191,138,1,
6500,3182,225,70,2,
6501,3183,175,78,1,
6502,3183,84,75,1,
6503,3184,46,126,1,
6504,3184,10,20,4,
6505,3185,84,47,1,
6506,3185,113,145,3,
6507,3186,81,6,1,
6508,3186,181,53,1,
6509,3187,127,140,3,
6510,3187,118,36,1,
6511,3188,194,35,3,
6512,3188,143,126,2,
6513,3189,3,27,1,
6514,3189,150,1,1,
6515,3189,45,76,2,
6516,3190,73,38,1,
6517,3190,163,41,2,
6518,3191,173,96,2,
6519,3191,224,60,1,
6520,3192,148,36,4,
6521,3192,179,69,4,
6522,3193,88,6,4,
6523,3193,183,40,3,
6524,3194,59,104,4,
6525,3194,122,16,2,
6526,3195,24,73,4,
6527,3195,114,48,1,
6528,3196,164,14,1,
6529,3196,194,106,4,
6530,3197,103,139,1,
6531,3197,161,16,3,
6532,3198,227,129,1,
6533,3198,47,16,4,
6534,3199,3,11,1,
6535,3199,6,145,1,
6536,3200,166,26,1,
6537,3200,16,8,3,
6538,3201,42,62,5,
6539,3201,177,25,2,
6540,3202,208,94,2,
6541,3202,195,74,6,
6542,3203,61,55,2,
6543,3203,32,5,5,
6544,3204,93,89,3,
6545,3204,103,139,1,
6546,3205,97,142,1,
6547,3205,23,8,5,
6548,3206,178,58,1,
6549,3206,89,92,1,
6550,3207,56,117,3,
6551,3207,32,17,4,
6552,3208,214,49,1,
6553,3208,30,118,5,
6554,3209,146,17,3,
6555,3209,142,127,3,
6556,3210,115,83,3,
6557,3210,105,25,2,
6558,3211,112,100,6,
6559,3211,168,31,1,
6560,3212,216,83,2,
6561,3212,151,65,4,
6562,3212,133,31,2,
6563,3213,44,113,2,
6564,3213,19,124,3,
6565,3214,83,65,2,
6566,3214,174,29,3,
6567,3215,139,96,5,
6568,3215,196,33,4,
6569,3216,94,71,4,
6570,3216,48,108,5,
6571,3217,8,102,3,
6572,3217,125,59,4,
6573,3218,87,91,4,
6574,3218,57,32,5,
6575,3219,26,21,3,
6576,3219,180,118,2,
6577,3220,77,114,2,
6578,3220,215,9,3,
6579,3221,12,124,3,
