order_line_id,delivery_rating,branch_rating,product_rating,customer_service_rating,review_date
6201,3,5,3,5,3/13/2023
6296,4,1,4,5,3/13/2023
6270,5,4,3,5,3/15/2023
6322,5,5,3,5,3/16/2023
6311,5,5,3,5,3/17/2023
6328,5,4,5,5,3/17/2023
6329,4,5,4,2,3/17/2023
6251,3,5,4,5,3/18/2023
6252,4,4,5,4,3/18/2023
6253,5,4,5,5,3/18/2023
6364,3,3,4,5,3/18/2023
6303,5,4,2,4,3/19/2023
6307,5,4,5,3,3/19/2023
6348,5,4,5,5,3/19/2023
6300,5,5,4,2,3/20/2023
6367,5,2,3,5,3/20/2023
6413,4,4,5,5,3/21/2023
6357,4,4,5,5,3/22/2023
6376,5,5,1,5,3/22/2023
6344,5,5,5,4,3/23/2023
6371,4,5,3,5,3/23/2023
6342,4,5,3,5,3/24/2023
6354,4,3,4,5,3/24/2023
6424,3,5,5,5,3/26/2023
6393,5,4,3,5,3/27/2023
6415,5,5,5,5,3/30/2023
6422,5,4,2,5,3/30/2023
6431,5,1,4,5,3/31/2023
6473,5,2,4,5,4/3/2023
6451,3,5,4,5,4/4/2023
6447,3,4,4,4,4/6/2023
6461,4,5,3,5,4/8/2023
6496,3,5,5,4,4/9/2023
6469,3,5,5,4,4/10/2023
6476,4,5,5,3,4/10/2023
6481,4,4,5,5,4/10/2023
6467,5,4,5,3,4/11/2023
6438,5,4,5,5,4/12/2023
6439,5,2,1,5,4/12/2023
6499,3,4,2,5,4/12/2023
6518,5,4,4,4,4/14/2023
6489,5,5,5,5,4/15/2023
6520,5,2,4,4,4/17/2023
6511,5,5,2,5,4/19/2023
6545,5,5,4,4,4/21/2023
6547,2,5,5,5,4/22/2023
6550,5,4,5,1,4/22/2023
6553,4,5,2,5,4/22/2023
6594,5,4,5,5,4/25/2023
6596,4,5,4,3,4/27/2023
6601,3,5,5,5,4/27/2023
6599,3,4,5,3,5/2/2023
6611,5,5,5,5,5/5/2023
6619,3,5,4,5,5/5/2023
6643,5,4,5,5,5/5/2023
6565,3,3,5,5,5/6/2023
6616,5,5,4,4,5/6/2023
6634,4,4,4,2,5/7/2023
6636,2,3,5,4,5/10/2023
6638,2,5,4,5,5/10/2023
6630,3,4,4,5,5/15/2023
6674,5,4,5,5,5/21/2023
6624,4,5,5,5,5/22/2023
6625,4,4,4,5,5/22/2023
6682,1,5,5,5,5/22/2023
6654,3,3,3,5,5/24/2023
6688,5,4,5,2,5/26/2023
6704,5,5,2,5,5/27/2023
6685,3,3,3,5,5/28/2023
6708,5,4,1,5,5/28/2023
6729,4,5,2,4,5/31/2023
6716,4,5,5,5,6/1/2023
6724,5,5,5,3,6/3/2023
6715,5,5,2,4,6/4/2023
6770,5,5,4,5,6/10/2023
6774,5,5,5,4,6/10/2023
6792,5,5,4,4,6/12/2023
6698,4,5,1,5,6/13/2023
6789,5,4,3,5,6/17/2023
6814,5,5,5,4,6/24/2023
6830,2,5,4,5,6/26/2023
6841,4,5,4,5,6/27/2023
6856,4,5,5,5,6/29/2023
6824,4,5,4,5,7/1/2023
6869,4,5,5,4,7/3/2023
6800,4,5,4,4,7/6/2023
6893,2,5,4,5,7/10/2023
6905,3,5,2,5,7/12/2023
6883,5,5,4,5,7/15/2023
6926,3,3,5,5,7/27/2023
6928,5,4,4,3,7/28/2023
6989,5,4,1,5,8/1/2023
6952,5,5,2,4,8/2/2023
6985,5,4,5,4,8/2/2023
6968,5,4,1,5,8/4/2023
7003,2,3,5,5,8/5/2023
7006,3,5,4,5,8/8/2023
6995,4,4,5,5,8/10/2023
7045,4,5,3,5,8/12/2023
7025,4,5,5,5,8/16/2023
7054,3,4,3,5,8/16/2023
7061,2,5,5,5,8/16/2023
7058,5,5,5,4,8/18/2023
7073,2,5,5,5,8/25/2023
7080,3,5,3,5,8/25/2023
7104,5,2,4,5,8/25/2023
7125,4,5,5,5,8/25/2023
7089,3,5,5,4,8/26/2023
7096,4,5,3,5,8/26/2023
7128,4,5,3,5,8/28/2023
7107,5,5,5,5,8/29/2023
7094,4,3,5,3,8/30/2023
7117,3,5,2,5,8/30/2023
7135,5,4,5,4,8/31/2023
7160,5,5,4,5,9/2/2023
7153,5,5,4,5,9/4/2023
7207,5,5,5,5,9/7/2023
7225,3,2,5,4,9/7/2023
7262,4,5,2,4,9/7/2023
7203,5,3,5,4,9/8/2023
7330,3,5,3,5,9/8/2023
7189,3,5,5,5,9/10/2023
7198,2,3,4,3,9/10/2023
7300,5,5,5,5,9/10/2023
7150,4,5,5,5,9/11/2023
7265,3,4,5,5,9/11/2023
7356,5,4,3,5,9/12/2023
7282,3,5,4,5,9/13/2023
7209,3,3,5,5,9/15/2023
7305,5,4,5,4,9/15/2023
7317,5,4,2,5,9/15/2023
7359,4,3,3,5,9/16/2023
7409,2,4,4,5,9/18/2023
7392,4,5,5,5,9/20/2023
7336,5,4,3,4,9/21/2023
7376,5,5,4,4,9/23/2023
7438,5,4,5,5,9/24/2023
7464,4,5,4,5,9/26/2023
7490,4,5,5,4,9/26/2023
7506,3,5,5,4,9/26/2023
7476,5,5,2,5,9/27/2023
7499,4,4,5,5,9/30/2023
7446,5,5,4,5,10/1/2023
7486,4,4,4,5,10/2/2023
7533,5,5,3,5,10/2/2023
7534,5,4,5,4,10/2/2023
7566,5,2,5,5,10/2/2023
7458,5,5,5,5,10/3/2023
7497,4,5,4,5,10/3/2023
7274,3,5,4,5,10/4/2023
7599,5,4,5,5,10/5/2023
7625,5,1,1,5,10/5/2023
7604,5,5,3,4,10/6/2023
7522,5,4,5,3,10/7/2023
7546,4,5,5,5,10/7/2023
7559,5,5,5,5,10/7/2023
7573,3,4,4,5,10/7/2023
7610,4,5,4,3,10/7/2023
7623,5,5,5,5,10/7/2023
7467,4,2,4,4,10/8/2023
7561,4,2,5,4,10/8/2023
7635,5,5,4,4,10/9/2023
7537,2,4,4,5,10/10/2023
7660,2,5,4,5,10/10/2023
7627,4,5,5,5,10/11/2023
7569,3,4,4,4,10/13/2023
7615,3,5,4,4,10/16/2023
7664,5,4,4,5,10/16/2023
7698,5,5,2,4,10/16/2023
7722,3,5,4,5,10/17/2023
7727,5,2,3,5,10/17/2023
7745,5,5,5,5,10/17/2023
7634,4,4,5,3,10/18/2023
7676,4,4,3,4,10/18/2023
7704,3,5,2,4,10/18/2023
7688,3,5,5,4,10/20/2023
7734,4,5,5,4,10/21/2023
7777,5,5,5,3,10/21/2023
7737,5,5,4,4,10/22/2023
7774,2,4,5,5,10/22/2023
7751,3,4,4,4,10/23/2023
7770,5,5,5,5,10/23/2023
7541,1,4,5,5,10/25/2023
7748,2,5,1,4,10/27/2023
7761,4,4,4,5,10/27/2023
7829,4,5,4,3,10/27/2023
7779,4,5,5,5,10/28/2023
7844,5,4,5,5,10/31/2023
7849,3,4,2,5,11/2/2023
7867,4,5,5,4,11/5/2023
7856,5,5,3,4,11/6/2023
7874,5,1,1,4,11/7/2023
7875,5,2,3,5,11/7/2023
7859,5,1,5,4,11/10/2023
7871,5,4,3,3,11/11/2023
7887,5,4,4,4,11/12/2023
7899,5,3,5,3,11/14/2023
7900,5,4,5,4,11/14/2023
7890,4,5,5,5,11/15/2023
7911,4,3,5,5,11/16/2023
7906,4,5,4,4,11/17/2023
7922,5,5,1,5,11/22/2023
7946,2,5,5,5,11/30/2023
7942,2,5,5,4,12/1/2023
7962,4,4,5,5,12/2/2023
7964,4,5,2,5,12/4/2023
7966,5,5,5,5,12/4/2023
7985,4,4,3,5,12/10/2023
7918,5,3,4,5,12/12/2023
8018,5,3,4,4,12/15/2023
8001,4,5,5,5,12/16/2023
7991,5,4,5,4,12/18/2023
8016,5,4,5,4,12/18/2023
7997,4,5,2,5,12/20/2023
8014,4,5,5,5,12/20/2023
8060,3,3,4,5,12/25/2023
8061,3,5,5,5,12/25/2023
8039,2,5,2,4,12/28/2023
8040,5,4,2,4,12/28/2023
8033,4,5,5,5,12/29/2023
8053,2,5,4,5,12/29/2023
8074,2,4,4,5,12/29/2023
8030,4,5,2,3,1/1/2024
8048,4,2,5,5,1/1/2024
8111,5,5,2,3,1/22/2024
8116,4,4,4,5,1/23/2024
8121,5,5,1,2,1/23/2024
8563,2,4,5,3,1/23/2024
8581,4,4,5,2,1/23/2024
8125,1,4,3,3,1/24/2024
8372,4,5,5,2,1/24/2024
8427,5,3,2,4,1/24/2024
8133,5,5,4,5,1/25/2024
8254,4,5,3,3,1/25/2024
8123,5,5,4,4,1/26/2024
8178,5,4,4,5,1/26/2024
8187,4,5,5,5,1/27/2024
8212,4,4,5,5,1/27/2024
8295,2,5,5,4,1/27/2024
8327,4,2,3,4,1/27/2024
8430,4,4,2,2,1/27/2024
8496,4,5,5,5,1/27/2024
8614,5,5,4,3,1/27/2024
8628,2,5,1,5,1/27/2024
8084,5,5,4,3,1/28/2024
8325,5,5,2,2,1/28/2024
8448,5,5,4,5,1/28/2024
8472,5,4,4,5,1/28/2024
8601,5,5,3,3,1/28/2024
8634,5,1,4,4,1/28/2024
8677,3,5,5,5,1/28/2024
8576,5,2,5,5,1/29/2024
8607,4,1,3,3,1/29/2024
8708,4,4,5,5,1/29/2024
8512,4,5,5,5,1/30/2024
8573,4,4,4,5,1/30/2024
8591,5,4,4,5,1/30/2024
8606,5,4,2,5,1/30/2024
8618,4,3,5,5,1/30/2024
8619,5,5,3,5,1/30/2024
8153,5,5,3,5,1/31/2024
8230,5,5,2,5,1/31/2024
8271,5,5,4,5,1/31/2024
8280,5,5,3,5,1/31/2024
8282,5,5,5,5,1/31/2024
8303,5,5,5,5,1/31/2024
8479,3,4,2,3,1/31/2024
8484,5,5,4,4,1/31/2024
8220,3,4,5,4,2/1/2024
8263,4,5,5,5,2/1/2024
8319,4,5,3,2,2/1/2024
8320,5,3,5,5,2/1/2024
8344,2,5,5,5,2/1/2024
8409,4,5,4,5,2/1/2024
8429,5,5,4,5,2/1/2024
8473,5,4,5,5,2/1/2024
8474,5,4,4,5,2/1/2024
8530,5,4,3,5,2/1/2024
8531,5,5,5,5,2/1/2024
8644,3,5,5,3,2/1/2024
8728,5,5,3,5,2/1/2024
8752,3,5,4,5,2/1/2024
8315,5,4,5,5,2/2/2024
8340,5,5,5,4,2/2/2024
8674,5,3,4,5,2/2/2024
8710,5,2,4,5,2/2/2024
8806,5,5,5,5,2/2/2024
8684,4,5,2,3,2/3/2024
8740,3,3,4,5,2/3/2024
8519,2,4,5,5,2/4/2024
8676,3,3,4,3,2/4/2024
8719,4,4,4,4,2/4/2024
8613,5,5,5,4,2/5/2024
8941,5,4,5,4,2/6/2024
8787,3,4,4,5,2/7/2024
8960,5,5,5,5,2/7/2024
8852,5,4,5,5,2/8/2024
8885,3,5,5,4,2/8/2024
8814,4,5,5,5,2/9/2024
8930,5,5,4,5,2/9/2024
8902,4,5,5,4,2/10/2024
8949,4,5,5,5,2/10/2024
8302,5,5,5,5,2/11/2024
8898,5,5,5,3,2/11/2024
8900,5,5,3,4,2/11/2024
8928,2,5,5,5,2/11/2024
8995,4,5,2,3,2/11/2024
8892,3,5,4,3,2/14/2024
8915,4,5,5,5,2/14/2024
8936,5,4,5,2,2/14/2024
8946,4,4,3,5,2/14/2024
8966,3,5,5,5,2/14/2024
9030,4,4,5,5,2/15/2024
9041,5,3,3,5,2/15/2024
9049,4,5,5,5,2/15/2024
8952,4,1,4,3,2/16/2024
9036,5,4,4,5,2/16/2024
9003,4,5,4,5,2/18/2024
9047,4,4,5,5,2/18/2024
9133,5,4,5,4,2/19/2024
9052,5,5,5,5,2/20/2024
9104,5,4,1,4,2/20/2024
8447,5,4,3,5,2/22/2024
9055,5,5,3,5,2/23/2024
9056,5,5,4,3,2/23/2024
9163,4,4,3,4,2/23/2024
9167,4,5,5,4,2/23/2024
9063,5,4,5,4,2/24/2024
9221,5,3,5,5,2/24/2024
8842,5,5,5,5,2/25/2024
9239,5,5,2,3,2/25/2024
9317,3,4,5,4,2/25/2024
9253,5,4,5,5,2/26/2024
9345,4,5,3,4,2/26/2024
9417,3,4,4,5,2/26/2024
9126,3,5,4,3,2/27/2024
9158,4,4,5,4,2/27/2024
9351,2,4,5,5,2/27/2024
9145,4,4,5,4,2/28/2024
9326,5,4,4,5,2/28/2024
9337,5,4,3,5,2/28/2024
9338,4,5,2,4,2/28/2024
9378,5,4,5,3,2/28/2024
9267,5,5,2,5,2/29/2024
9353,5,4,5,5,2/29/2024
9521,4,3,4,5,2/29/2024
9171,4,5,4,5,3/1/2024
9216,5,4,5,5,3/1/2024
9217,5,5,3,5,3/1/2024
9391,4,5,2,1,3/1/2024
9256,1,4,5,3,3/2/2024
9257,4,5,5,5,3/2/2024
9358,1,5,4,4,3/2/2024
9278,5,5,3,3,3/3/2024
9394,4,5,3,2,3/3/2024
9432,4,4,5,5,3/3/2024
9365,3,4,4,5,3/4/2024
9341,4,5,3,3,3/5/2024
9371,5,4,5,4,3/5/2024
9412,2,5,4,5,3/5/2024
9392,5,5,4,5,3/6/2024
9433,5,4,1,5,3/7/2024
9436,4,5,5,4,3/7/2024
9526,1,5,5,5,3/7/2024
9694,4,3,4,4,3/8/2024
9222,4,4,3,5,3/9/2024
9445,5,5,3,5,3/10/2024
9356,3,5,4,5,3/12/2024
9490,3,5,5,5,3/13/2024
9491,5,4,2,5,3/13/2024
9683,4,4,4,5,3/13/2024
9735,4,5,4,5,3/13/2024
9737,4,5,5,2,3/13/2024
9553,5,5,5,5,3/14/2024
9554,4,4,2,5,3/14/2024
9602,5,5,5,5,3/14/2024
9741,4,5,5,5,3/14/2024
9742,5,5,3,4,3/14/2024
9756,2,5,5,4,3/14/2024
9876,5,5,5,4,3/15/2024
9652,5,5,3,4,3/16/2024
9746,5,5,5,5,3/16/2024
9773,5,3,4,4,3/16/2024
9777,5,4,5,5,3/16/2024
9883,5,3,5,4,3/17/2024
9707,3,4,2,5,3/19/2024
9784,4,5,4,5,3/19/2024
9870,4,4,4,5,3/19/2024
9739,5,5,4,5,3/20/2024
9910,5,5,4,4,3/20/2024
9778,5,4,5,4,3/21/2024
9822,3,5,4,4,3/21/2024
9884,3,4,5,5,3/22/2024
9874,5,5,4,4,3/23/2024
9945,4,4,4,4,3/23/2024
9889,4,5,5,5,3/24/2024
9983,1,4,3,5,3/24/2024
9987,5,4,5,5,3/24/2024
10039,5,4,4,5,3/24/2024
10060,5,5,3,4,3/24/2024
9847,5,5,5,5,3/25/2024
9851,5,4,5,5,3/25/2024
9978,5,4,3,5,3/25/2024
9929,5,4,5,5,3/26/2024
9993,3,5,4,4,3/26/2024
9839,1,5,3,5,3/27/2024
9943,5,5,4,5,3/27/2024
9944,1,5,5,4,3/27/2024
9962,4,4,5,5,3/28/2024
10006,4,5,5,5,3/28/2024
10071,5,5,5,5,3/28/2024
9818,4,5,4,5,3/29/2024
9966,5,5,1,5,3/29/2024
10029,5,5,5,5,3/29/2024
9959,3,5,5,5,3/30/2024
10073,4,5,5,4,3/30/2024
10086,5,5,5,5,3/30/2024
10129,5,4,4,4,3/30/2024
10045,3,5,5,4,4/1/2024
10075,5,5,5,4,4/1/2024
10263,4,5,5,5,4/1/2024
9767,1,5,4,5,4/2/2024
9964,5,2,5,4,4/2/2024
10049,4,5,5,5,4/2/2024
10158,5,5,3,5,4/2/2024
10159,5,4,5,5,4/2/2024
10229,3,5,4,4,4/2/2024
10266,4,5,5,5,4/2/2024
9928,5,5,4,3,4/3/2024
10065,5,5,4,5,4/3/2024
10112,5,5,5,4,4/3/2024
10118,5,4,5,4,4/3/2024
10136,5,3,4,5,4/3/2024
10237,4,5,5,4,4/3/2024
10447,5,4,5,5,4/6/2024
10452,5,2,5,5,4/6/2024
10277,3,5,4,5,4/7/2024
10306,5,4,1,5,4/7/2024
10392,5,2,5,5,4/7/2024
10106,5,5,5,5,4/8/2024
10239,3,4,5,5,4/8/2024
10592,4,1,5,5,4/8/2024
10203,4,5,5,5,4/9/2024
10100,5,3,5,4,4/10/2024
10558,4,5,4,5,4/10/2024
9916,4,4,5,5,4/11/2024
10146,4,3,4,4,4/11/2024
10147,5,5,5,4,4/11/2024
10534,5,3,1,5,4/11/2024
10535,4,4,5,3,4/11/2024
10643,4,5,5,4,4/11/2024
10180,3,3,4,5,4/12/2024
10302,5,4,4,5,4/12/2024
10420,5,5,4,4,4/12/2024
10426,5,4,4,5,4/12/2024
10470,5,4,5,3,4/12/2024
10472,3,4,4,5,4/12/2024
10473,3,4,4,4,4/12/2024
10491,5,4,5,2,4/12/2024
10525,4,5,4,5,4/12/2024
10192,5,5,5,4,4/13/2024
10212,4,5,3,5,4/13/2024
10423,2,2,4,5,4/13/2024
10551,3,3,4,5,4/13/2024
10787,5,5,5,3,4/13/2024
10335,5,3,5,5,4/14/2024
10355,2,5,5,5,4/14/2024
10567,5,5,5,5,4/14/2024
10639,4,5,4,4,4/14/2024
10671,5,5,5,5,4/14/2024
10802,5,5,4,5,4/14/2024
10430,4,4,4,5,4/15/2024
10500,1,5,5,5,4/15/2024
10528,5,5,2,2,4/15/2024
10494,4,4,2,5,4/16/2024
10496,4,5,5,5,4/16/2024
10714,5,5,3,5,4/16/2024
10608,4,5,2,3,4/17/2024
10609,3,5,5,5,4/17/2024
10618,5,5,5,5,4/17/2024
10679,2,5,5,5,4/17/2024
10759,4,4,5,5,4/17/2024
10857,4,4,5,4,4/17/2024
10216,5,5,3,4,4/18/2024
10522,4,3,3,4,4/18/2024
10614,4,5,5,5,4/18/2024
10625,3,5,5,4,4/18/2024
10691,3,5,5,5,4/18/2024
10809,5,5,2,4,4/18/2024
10845,5,2,5,3,4/18/2024
10653,5,5,5,4,4/19/2024
10687,2,5,5,4,4/19/2024
10706,5,5,4,5,4/19/2024
10875,5,5,5,4,4/19/2024
10454,2,5,5,4,4/20/2024
10594,5,2,5,5,4/20/2024
10597,5,1,5,5,4/20/2024
10739,5,5,4,5,4/20/2024
10828,4,5,5,5,4/20/2024
10893,4,5,5,4,4/20/2024
10915,3,4,5,4,4/21/2024
10713,4,5,4,4,4/22/2024
10882,4,4,2,5,4/22/2024
10906,5,5,3,3,4/22/2024
10315,2,5,5,5,4/24/2024
10316,5,5,4,4,4/24/2024
10628,5,4,4,4,4/24/2024
10794,4,2,5,5,4/24/2024
10922,3,5,5,5,4/24/2024
10949,4,5,3,5,4/24/2024
10992,4,3,4,5,4/24/2024
10993,4,4,4,4,4/24/2024
10341,4,2,5,5,4/25/2024
10727,4,5,5,5,4/25/2024
10965,4,2,4,5,4/25/2024
11074,4,4,5,5,4/25/2024
10721,5,5,3,5,4/26/2024
10723,4,5,4,5,4/26/2024
10976,3,5,5,3,4/26/2024
10913,5,4,5,5,4/27/2024
10944,5,5,4,4,4/27/2024
11038,3,5,4,5,4/27/2024
11110,5,5,4,5,4/27/2024
10633,5,3,4,5,4/28/2024
10959,4,4,5,5,4/28/2024
10960,5,5,5,5,4/28/2024
10398,5,5,4,2,4/29/2024
10694,3,1,5,4,4/29/2024
10697,3,5,5,5,4/29/2024
10982,3,5,4,5,4/29/2024
11091,4,5,3,5,4/30/2024
11122,5,5,4,5,4/30/2024
10506,5,5,3,5,5/1/2024
11024,5,2,5,5,5/1/2024
11295,3,3,3,5,5/1/2024
11035,3,4,4,5,5/2/2024
11044,1,4,5,4,5/2/2024
11061,5,4,5,5,5/2/2024
11118,5,5,4,3,5/2/2024
11120,4,4,5,5,5/2/2024
11187,1,4,5,4,5/2/2024
10278,3,5,5,5,5/3/2024
10279,4,4,2,4,5/3/2024
11179,4,5,4,5,5/3/2024
11198,4,3,5,2,5/3/2024
11199,5,4,4,5,5/3/2024
11380,2,5,5,5,5/3/2024
10980,5,5,5,5,5/4/2024
11150,2,2,2,5,5/4/2024
11402,5,4,3,5,5/4/2024
11221,4,5,5,5,5/5/2024
11241,4,5,5,5,5/5/2024
11262,5,5,5,5,5/5/2024
11471,4,5,5,4,5/5/2024
10440,4,5,3,5,5/6/2024
11068,5,5,3,4,5/6/2024
11168,5,5,5,3,5/6/2024
11476,5,3,3,5,5/6/2024
11477,4,2,1,4,5/6/2024
11478,3,4,5,5,5/6/2024
11284,4,4,5,5,5/7/2024
11286,5,4,2,3,5/7/2024
11287,4,5,5,4,5/7/2024
11459,5,5,4,5,5/7/2024
10747,4,4,5,5,5/8/2024
10806,3,5,4,5,5/8/2024
10807,5,5,5,4,5/8/2024
10955,5,5,5,5,5/8/2024
11191,4,5,3,5,5/8/2024
11201,5,4,5,5,5/8/2024
11228,4,5,4,5,5/8/2024
11230,5,3,5,4,5/8/2024
11277,5,5,5,5,5/8/2024
11494,2,5,3,5,5/8/2024
11508,1,4,5,5,5/8/2024
11509,5,5,2,5,5/8/2024
11146,5,5,5,4,5/9/2024
11163,5,5,5,4,5/9/2024
11247,4,5,4,5,5/9/2024
11358,3,4,4,5,5/9/2024
11360,5,5,4,5,5/9/2024
11424,5,5,5,4,5/9/2024
11521,4,5,2,3,5/9/2024
11522,4,4,5,4,5/9/2024
11523,5,3,4,5,5/9/2024
11138,4,4,5,5,5/10/2024
11140,3,5,5,5,5/10/2024
11235,3,5,3,5,5/10/2024
11253,5,5,3,5,5/10/2024
11396,4,5,5,4,5/10/2024
11311,3,5,4,5,5/11/2024
11319,4,5,5,2,5/11/2024
11374,5,5,1,5,5/11/2024
11451,5,5,5,5,5/11/2024
11453,5,5,5,5,5/11/2024
11489,4,4,5,5,5/11/2024
11502,5,4,4,5,5/11/2024
11617,3,5,3,5,5/11/2024
11299,4,5,5,5,5/12/2024
11373,4,2,5,4,5/12/2024
11470,5,5,4,5,5/12/2024
11484,2,5,4,5,5/12/2024
11500,5,4,4,3,5/12/2024
11602,2,4,5,5,5/12/2024
11645,5,1,5,5,5/12/2024
11708,4,5,5,4,5/12/2024
11543,5,5,4,2,5/13/2024
11554,4,5,4,5,5/13/2024
11691,2,4,3,5,5/13/2024
11761,5,4,3,5,5/13/2024
11559,5,5,4,5,5/14/2024
11054,4,5,5,5,5/15/2024
11672,4,4,4,2,5/15/2024
11694,4,5,5,2,5/15/2024
11697,5,1,3,5,5/15/2024
11717,3,5,2,5,5/15/2024
11618,5,5,4,5,5/16/2024
11685,5,4,5,5,5/16/2024
11751,4,5,4,5,5/16/2024
11791,3,5,5,3,5/16/2024
11884,1,3,5,4,5/16/2024
11887,5,5,4,5,5/16/2024
11638,5,4,4,5,5/17/2024
11722,4,4,5,5,5/17/2024
11781,3,5,5,4,5/17/2024
11641,3,5,5,5,5/18/2024
11662,4,5,5,5,5/18/2024
11668,4,5,4,2,5/18/2024
11789,4,4,3,5,5/18/2024
11825,3,4,4,3,5/18/2024
11845,3,4,4,4,5/18/2024
11758,5,3,5,5,5/20/2024
11760,3,2,5,5,5/20/2024
11766,4,5,4,5,5/20/2024
11919,3,5,5,5,5/20/2024
11959,4,3,3,5,5/21/2024
11982,4,5,1,5,5/21/2024
11954,4,5,3,5,5/22/2024
11584,4,5,5,5,5/23/2024
11809,5,5,4,5,5/23/2024
11967,5,5,2,5,5/23/2024
11948,4,4,4,5,5/24/2024
12048,3,4,5,2,5/24/2024
12104,5,4,5,5,5/24/2024
12168,5,5,2,5,5/24/2024
11822,4,5,4,5,5/25/2024
11533,2,4,5,5,5/26/2024
11795,4,5,5,5,5/26/2024
11804,5,4,5,5,5/26/2024
11864,5,3,3,5,5/26/2024
11866,4,5,4,5,5/26/2024
11881,5,5,4,3,5/27/2024
11906,2,4,3,3,5/27/2024
11907,5,5,3,5,5/27/2024
11924,3,5,5,4,5/27/2024
12114,4,5,5,5,5/27/2024
12115,5,5,5,4,5/27/2024
12116,5,5,4,4,5/27/2024
12152,3,4,4,5,5/27/2024
12235,4,5,5,5,5/27/2024
12285,5,2,3,5,5/27/2024
11688,5,5,5,5,5/28/2024
12026,2,5,3,5,5/28/2024
12254,5,3,5,5,5/28/2024
12255,4,2,5,5,5/28/2024
11600,4,5,4,1,5/29/2024
11998,3,5,5,5,5/29/2024
12207,5,5,4,5,5/29/2024
12266,4,3,5,5,5/29/2024
11630,5,3,4,4,5/30/2024
12069,5,5,5,5,5/30/2024
12070,3,3,4,5,5/30/2024
12154,3,5,5,4,5/30/2024
12180,5,5,4,4,5/30/2024
12188,5,5,5,5,5/30/2024
12190,3,5,4,5,5/30/2024
12321,4,4,5,5,5/30/2024
12324,5,5,3,5,5/30/2024
12325,3,4,5,2,5/30/2024
12376,5,4,5,2,5/30/2024
12052,2,4,5,5,5/31/2024
12061,4,5,2,5,5/31/2024
12062,2,5,3,5,5/31/2024
12071,4,5,5,4,5/31/2024
12224,4,5,5,3,5/31/2024
12317,5,4,3,5,5/31/2024
12320,5,2,3,5,6/1/2024
12408,5,5,5,5,6/1/2024
12519,5,5,5,5,6/1/2024
12014,2,4,5,5,6/2/2024
12029,5,5,5,5,6/2/2024
12139,4,5,5,4,6/2/2024
12251,4,4,5,4,6/2/2024
12390,3,4,5,4,6/2/2024
12401,3,4,4,5,6/2/2024
12402,3,3,5,5,6/2/2024
12431,3,4,3,5,6/2/2024
12469,3,5,3,5,6/2/2024
12544,1,2,4,5,6/2/2024
12288,3,4,2,4,6/3/2024
12301,5,5,2,5,6/3/2024
12111,2,4,3,4,6/4/2024
12112,3,5,4,4,6/4/2024
12270,5,4,4,4,6/4/2024
12463,4,3,5,5,6/4/2024
12507,3,5,3,4,6/4/2024
12184,1,1,5,5,6/5/2024
12281,2,3,1,5,6/5/2024
12532,5,4,5,4,6/5/2024
12553,5,5,5,5,6/5/2024
12627,5,5,5,5,6/5/2024
12730,2,5,3,4,6/5/2024
12220,4,4,4,5,6/6/2024
12230,4,5,4,5,6/6/2024
12311,3,4,5,5,6/6/2024
12313,4,5,1,4,6/6/2024
12330,2,5,5,5,6/6/2024
12554,3,5,5,4,6/6/2024
12754,5,5,4,4,6/6/2024
12755,4,4,5,4,6/6/2024
12510,3,5,4,5,6/7/2024
12339,5,4,5,5,6/8/2024
12456,4,4,3,5,6/8/2024
12674,5,5,3,5,6/8/2024
12676,5,4,4,4,6/8/2024
12478,4,5,3,5,6/9/2024
12792,2,5,3,3,6/9/2024
12108,2,5,4,5,6/10/2024
12574,5,3,5,5,6/10/2024
12575,5,5,1,5,6/10/2024
12652,5,5,4,4,6/10/2024
12804,5,4,4,3,6/10/2024
12476,5,4,3,5,6/11/2024
12568,3,4,4,5,6/11/2024
12678,4,3,4,5,6/11/2024
12785,5,5,5,5,6/11/2024
12828,3,5,5,5,6/11/2024
12979,4,5,2,5,6/11/2024
12980,2,4,5,5,6/11/2024
12194,5,5,5,5,6/12/2024
12644,5,3,5,2,6/12/2024
12698,2,5,5,5,6/12/2024
12699,5,4,5,5,6/12/2024
12882,5,4,5,3,6/12/2024
12687,5,5,5,5,6/13/2024
12767,5,4,5,5,6/13/2024
12788,4,5,5,2,6/13/2024
12831,5,5,3,5,6/13/2024
12919,3,3,3,5,6/13/2024
12639,5,4,3,5,6/14/2024
12663,5,3,3,4,6/14/2024
12697,3,4,5,5,6/14/2024
12835,5,4,5,5,6/14/2024
12958,2,5,5,5,6/14/2024
12372,5,4,4,4,6/15/2024
12774,4,5,5,2,6/15/2024
12794,4,5,5,5,6/15/2024
12797,5,2,5,4,6/15/2024
12908,5,5,5,5,6/15/2024
13123,5,5,4,3,6/15/2024
13067,5,4,5,4,6/16/2024
13175,5,5,5,4,6/17/2024
13185,5,4,1,5,6/17/2024
12798,5,2,5,5,6/18/2024
12800,5,4,5,4,6/18/2024
12841,4,5,4,5,6/18/2024
13046,4,5,3,5,6/18/2024
13152,5,4,3,5,6/18/2024
13233,3,4,3,3,6/18/2024
13164,5,4,4,2,6/19/2024
13251,4,5,4,5,6/19/2024
13253,1,5,2,5,6/19/2024
12927,4,5,3,5,6/20/2024
12941,5,3,5,5,6/20/2024
12971,2,3,2,5,6/20/2024
